"","Date","Game","Attendance","Team","Rank","GB","Day","Streak","WinPitch","LosePitch","Location","Year","Month","Weekday","Weekend"
"420",2009-05-16,35,40549,"HOU",2,0.5,"D",4,"Marshall","Hawkins","Home",2009,5,"Saturday",FALSE
"421",2009-05-17,36,40478,"HOU",2,1.5,"D",5,"Moehler","Harden","Home",2009,5,"Sunday",FALSE
"422",2009-05-25,43,38942,"PIT",4,5,"N",-7,"Gorzelanny","Cotts","Home",2009,5,"Monday",FALSE
"423",2009-05-26,44,38303,"PIT",4,4,"N",-8,"Marshall","Snell","Home",2009,5,"Tuesday",FALSE
"424",2009-05-27,45,38314,"PIT",4,4,"D",1,"Marmol","Chavez","Home",2009,5,"Wednesday",FALSE
"425",2009-05-28,46,39579,"LAD",4,4.5,"N",2,"Wolf","Wells","Home",2009,5,"Thursday",FALSE
"426",2009-05-29,47,40148,"LAD",4,3.5,"D",-1,"Lilly","Billingsley","Home",2009,5,"Friday",FALSE
"427",2009-05-30,48,41153,"LAD",4,3.5,"D",1,"Dempster","Stults","Home",2009,5,"Saturday",FALSE
"428",2009-05-31,49,40091,"LAD",4,4.5,"N",2,"Milton","Marshall","Home",2009,5,"Sunday",FALSE
"429",2009-06-12,58,41509,"MIN",4,3.5,"D",-2,"Slowey","Wells","Home",2009,6,"Friday",FALSE
"430",2009-06-13,59,40899,"MIN",4,3.5,"D",-3,"Swarzak","Harden","Home",2009,6,"Saturday",FALSE
"431",2009-06-14,60,40814,"MIN",3,2.5,"D",-4,"Marmol","Crain","Home",2009,6,"Sunday",FALSE
"432",2009-06-17,61,40444,"CHW",4,4.5,"D",1,"Danks","Dempster","Home",2009,6,"Wednesday",FALSE
"433",2009-06-18,62,40467,"CHW",4,4,"D",-1,"Gregg","Thornton","Home",2009,6,"Thursday",FALSE
"434",2009-06-19,63,40155,"CLE",4,3,"D",1,"Gregg","Vizcaino","Home",2009,6,"Friday",FALSE
"435",2009-06-20,64,41007,"CLE",3,2.5,"D",2,"Patton","Wood","Home",2009,6,"Saturday",FALSE
"436",2009-06-21,65,40866,"CLE",3,2.5,"D",3,"Wells","Sowers","Home",2009,6,"Sunday",FALSE
"437",2009-07-02,76,40545,"MIL",4,2.5,"N",1,"Dempster","McClung","Home",2009,7,"Thursday",FALSE
"438",2009-07-03,77,41204,"MIL",3,2.5,"D",2,"Gregg","DiFelice","Home",2009,7,"Friday",FALSE
"439",2009-07-04,78,40088,"MIL",4,2.5,"D",3,"Looper","Harden","Home",2009,7,"Saturday",FALSE
"440",2009-07-05,79,40369,"MIL",3,2.5,"D",-1,"Lilly","Burns","Home",2009,7,"Sunday",FALSE
"441",2009-07-06,80,40042,"ATL",3,2,"N",1,"Wells","Jurrjens","Home",2009,7,"Monday",FALSE
"442",2009-07-07,81,40359,"ATL",3,3,"N",2,"Vazquez","Zambrano","Home",2009,7,"Tuesday",FALSE
"443",2009-07-08,82,40531,"ATL",3,3,"D",-1,"Kawakami","Hart","Home",2009,7,"Wednesday",FALSE
"444",2009-07-10,83,40687,"STL",4,4.5,"D",-2,"Carpenter","Harden","Home",2009,7,"Friday",FALSE
"445",2009-07-11,84,41210,"STL",3,3.5,"D",-3,"Lilly","Thompson","Home",2009,7,"Saturday",FALSE
"446",2009-07-12,85,40701,"STL",3,3.5,"D",1,"Zambrano","Lohse","Home",2009,7,"Sunday",FALSE
"447",2009-07-12,86,41244,"STL",3,3.5,"N",2,"Wainwright","Wells","Home",2009,7,"Sunday",FALSE
"448",2009-07-24,94,41406,"CIN",2,1.5,"D",1,"Wells","Harang","Home",2009,7,"Friday",FALSE
"449",2009-07-25,95,41364,"CIN",2,0.5,"D",2,"Hart","Cueto","Home",2009,7,"Saturday",FALSE
"450",2009-07-26,96,41528,"CIN",1,-0.5,"D",3,"Harden","Owings","Home",2009,7,"Sunday",FALSE
"451",2009-07-27,97,40794,"HOU",1,-0.5,"N",4,"Samardzija","Sampson","Home",2009,7,"Monday",FALSE
"452",2009-07-28,98,40814,"HOU",2,0.5,"N",5,"Fulchino","Guzman","Home",2009,7,"Tuesday",FALSE
"453",2009-07-29,99,41538,"HOU",2,0.5,"D",-1,"Wells","Hampton","Home",2009,7,"Wednesday",FALSE
"454",2009-07-30,100,41524,"HOU",1,-0.5,"D",1,"Hart","Ortiz","Home",2009,7,"Thursday",FALSE
"455",2009-08-11,111,41477,"PHI",2,3,"N",-2,"Eyre","Gregg","Home",2009,8,"Tuesday",FALSE
"456",2009-08-12,112,41133,"PHI",2,4,"N",-3,"Martinez","Samardzija","Home",2009,8,"Wednesday",FALSE
"457",2009-08-13,113,41100,"PHI",2,4.5,"D",-4,"Lee","Dempster","Home",2009,8,"Thursday",FALSE
"458",2009-08-14,114,41619,"PIT",2,4.5,"D",-5,"Wells","Morton","Home",2009,8,"Friday",FALSE
"459",2009-08-15,115,41197,"PIT",2,4.5,"D",1,"Gorzelanny","Duke","Home",2009,8,"Saturday",FALSE
"460",2009-08-25,123,37297,"WSN",2,9,"N",1,"Mock","Zambrano","Home",2009,8,"Tuesday",FALSE
"461",2009-08-26,124,36562,"WSN",2,9,"N",-1,"Guzman","Bergmann","Home",2009,8,"Wednesday",FALSE
"462",2009-08-27,125,35174,"WSN",2,9,"D",1,"Martin","Wells","Home",2009,8,"Thursday",FALSE
"463",2009-08-28,126,39381,"NYM",2,9,"D",-1,"Gregg","Stokes","Home",2009,8,"Friday",FALSE
"464",2009-08-29,127,40857,"NYM",2,9,"D",1,"Dempster","Parnell","Home",2009,8,"Saturday",FALSE
"465",2009-08-30,128,39907,"NYM",2,10,"D",2,"Figueroa","Zambrano","Home",2009,8,"Sunday",FALSE
"466",2009-08-31,129,36990,"HOU",2,10.5,"N",-1,"Oswalt","Harden","Home",2009,8,"Monday",FALSE
"467",2009-09-01,130,36332,"HOU",2,10.5,"N",-2,"Wells","Moehler","Home",2009,9,"Tuesday",FALSE
"468",2009-09-02,131,39192,"HOU",2,10.5,"D",1,"Lilly","Paulino","Home",2009,9,"Wednesday",FALSE
"469",2009-09-03,132,40741,"CHW",2,10.5,"D",2,"Torres","Dempster","Home",2009,9,"Thursday",FALSE
"470",2009-09-11,139,39881,"CIN",2,10.5,"D",3,"Stevens","Lehr","Home",2009,9,"Friday",FALSE
"471",2009-09-12,140,40351,"CIN",2,10.5,"D",4,"Rhodes","Marmol","Home",2009,9,"Saturday",FALSE
"472",2009-09-13,141,39805,"CIN",2,9.5,"D",-1,"Lilly","Bailey","Home",2009,9,"Sunday",FALSE
"473",2009-09-14,142,38725,"MIL",2,9.5,"N",1,"Dempster","Suppan","Home",2009,9,"Monday",FALSE
"474",2009-09-15,143,38986,"MIL",2,8.5,"N",2,"Heilman","Gallardo","Home",2009,9,"Tuesday",FALSE
"475",2009-09-16,144,38084,"MIL",2,8.5,"N",3,"Looper","Harden","Home",2009,9,"Wednesday",FALSE
"476",2009-09-17,145,39158,"MIL",2,9,"D",-1,"Bush","Wells","Home",2009,9,"Thursday",FALSE
"477",2009-09-29,156,35308,"PIT",2,7.5,"N",-1,"Dempster","Hart","Home",2009,9,"Tuesday",FALSE
"478",2009-09-30,157,34362,"PIT",2,8,"D",1,"Morton","Lilly","Home",2009,9,"Wednesday",FALSE
"479",2009-09-30,158,33299,"PIT",2,8,"N",-1,"Karstens","Zambrano","Home",2009,9,"Wednesday",FALSE
"480",2009-10-02,159,33786,"ARI",2,8.5,"D",-2,"Buckner","Gorzelanny","Home",2009,10,"Friday",FALSE
"481",2009-10-03,160,39138,"ARI",2,7.5,"D",-3,"Wells","Cabrera","Home",2009,10,"Saturday",FALSE
"482",2009-10-04,161,39154,"ARI",2,7.5,"D",1,"Davis","Dempster","Home",2009,10,"Sunday",FALSE
"483",2010-04-12,7,41306,"MIL",3,2,"D",-1,"Dempster","Davis","Home",2010,4,"Monday",FALSE
"484",2010-04-14,8,39565,"MIL",3,2,"D",1,"Gray","Hawkins","Home",2010,4,"Wednesday",FALSE
"485",2010-04-15,9,38026,"MIL",3,2,"D",2,"Narveson","Samardzija","Home",2010,4,"Thursday",FALSE
"486",2010-04-16,10,37291,"HOU",2,2,"D",-1,"Silva","Paulino","Home",2010,4,"Friday",FALSE
"487",2010-04-17,11,40471,"HOU",3,2,"D",1,"Oswalt","Gorzelanny","Home",2010,4,"Saturday",FALSE
"488",2010-04-18,12,39506,"HOU",3,3,"D",-1,"Byrdak","Marshall","Home",2010,4,"Sunday",FALSE
"489",2010-04-26,20,37850,"WSN",2,2.5,"N",3,"Marmol","Bruney","Home",2010,4,"Monday",FALSE
"490",2010-04-27,21,37440,"WSN",2,3.5,"N",4,"Hernandez","Gorzelanny","Home",2010,4,"Tuesday",FALSE
"491",2010-04-28,22,36660,"WSN",3,4.5,"D",-1,"Atilano","Dempster","Home",2010,4,"Wednesday",FALSE
"492",2010-04-29,23,36850,"ARI",4,5.5,"D",-2,"Kennedy","Lilly","Home",2010,4,"Thursday",FALSE
"493",2010-04-30,24,37800,"ARI",3,4.5,"D",-3,"Wells","Lopez","Home",2010,4,"Friday",FALSE
"494",2010-05-01,25,40368,"ARI",3,4.5,"D",1,"Marshall","Gutierrez","Home",2010,5,"Saturday",FALSE
"495",2010-05-02,26,38144,"ARI",2,4.5,"D",2,"Gorzelanny","Jackson","Home",2010,5,"Sunday",FALSE
"496",2010-05-10,33,38266,"FLA",5,6.5,"N",-2,"Robertson","Lilly","Home",2010,5,"Monday",FALSE
"497",2010-05-11,34,38007,"FLA",5,6.5,"N",-3,"Nolasco","Wells","Home",2010,5,"Tuesday",FALSE
"498",2010-05-12,35,38637,"FLA",4,5.5,"D",-4,"Silva","Volstad","Home",2010,5,"Wednesday",FALSE
"499",2010-05-14,36,39082,"PIT",5,6,"D",1,"Meek","Zambrano","Home",2010,5,"Friday",FALSE
"500",2010-05-15,37,41336,"PIT",5,6,"D",-1,"Maholm","Dempster","Home",2010,5,"Saturday",FALSE
"501",2010-05-16,38,40636,"PIT",4,5.5,"D",-2,"Marshall","Carrasco","Home",2010,5,"Sunday",FALSE
"502",2010-05-17,39,35760,"COL",3,5.5,"N",1,"Marshall","Belisle","Home",2010,5,"Monday",FALSE
"503",2010-05-18,40,37029,"COL",3,5.5,"N",2,"Silva","Chacin","Home",2010,5,"Tuesday",FALSE
"504",2010-05-25,46,34749,"LAD",3,4,"N",2,"Dempster","Kershaw","Home",2010,5,"Tuesday",FALSE
"505",2010-05-26,47,35828,"LAD",3,5,"N",3,"Billingsley","Gorzelanny","Home",2010,5,"Wednesday",FALSE
"506",2010-05-27,48,33868,"LAD",3,5,"D",-1,"Marshall","Ely","Home",2010,5,"Thursday",FALSE
"507",2010-05-28,49,39536,"STL",3,6,"D",1,"Carpenter","Wells","Home",2010,5,"Friday",FALSE
"508",2010-05-29,50,40601,"STL",3,6,"D",-1,"Silva","Ottavino","Home",2010,5,"Saturday",FALSE
"509",2010-05-30,51,41353,"STL",3,6,"D",1,"Wainwright","Dempster","Home",2010,5,"Sunday",FALSE
"510",2010-06-11,61,41129,"CHW",3,7.5,"D",-1,"Peavy","Wells","Home",2010,6,"Friday",FALSE
"511",2010-06-12,62,40397,"CHW",3,8.5,"D",-2,"Buehrle","Silva","Home",2010,6,"Saturday",FALSE
"512",2010-06-13,63,40456,"CHW",3,7.5,"N",-3,"Lilly","Floyd","Home",2010,6,"Sunday",FALSE
"513",2010-06-15,64,34390,"OAK",3,7.5,"N",1,"Cahill","Zambrano","Home",2010,6,"Tuesday",FALSE
"514",2010-06-16,65,36244,"OAK",3,6.5,"N",-1,"Dempster","Gonzalez","Home",2010,6,"Wednesday",FALSE
"515",2010-06-17,66,36942,"OAK",3,6.5,"D",1,"Marmol","Blevins","Home",2010,6,"Thursday",FALSE
"516",2010-06-18,67,39729,"LAA",3,7,"D",2,"Kazmir","Silva","Home",2010,6,"Friday",FALSE
"517",2010-06-19,68,40008,"LAA",3,8,"D",-1,"Weaver","Lilly","Home",2010,6,"Saturday",FALSE
"518",2010-06-20,69,39850,"LAA",3,7,"D",-2,"Zambrano","Saunders","Home",2010,6,"Sunday",FALSE
"519",2010-06-28,76,38512,"PIT",4,9.5,"N",1,"Maholm","Cashner","Home",2010,6,"Monday",FALSE
"520",2010-06-29,77,36914,"PIT",4,9,"N",-1,"Lilly","Karstens","Home",2010,6,"Tuesday",FALSE
"521",2010-06-30,78,37391,"PIT",4,9.5,"D",1,"Lincoln","Cashner","Home",2010,6,"Wednesday",FALSE
"522",2010-07-01,79,36880,"CIN",4,10.5,"D",-1,"Smith","Howry","Home",2010,7,"Thursday",FALSE
"523",2010-07-02,80,40361,"CIN",4,11.5,"D",-2,"Arroyo","Dempster","Home",2010,7,"Friday",FALSE
"524",2010-07-03,81,40677,"CIN",4,10.5,"D",-3,"Wells","Smith","Home",2010,7,"Saturday",FALSE
"525",2010-07-04,82,41079,"CIN",4,11.5,"D",1,"Leake","Lilly","Home",2010,7,"Sunday",FALSE
"526",2010-07-15,90,40879,"PHI",3,9,"N",-1,"Dempster","Moyer","Home",2010,7,"Thursday",FALSE
"527",2010-07-16,91,40622,"PHI",3,9,"D",1,"Marshall","Madson","Home",2010,7,"Friday",FALSE
"528",2010-07-17,92,40924,"PHI",4,10,"D",2,"Durbin","Marmol","Home",2010,7,"Saturday",FALSE
"529",2010-07-18,93,39333,"PHI",3,9.5,"N",-1,"Gorzelanny","Halladay","Home",2010,7,"Sunday",FALSE
"530",2010-07-19,94,35514,"HOU",4,10.5,"N",1,"Rodriguez","Silva","Home",2010,7,"Monday",FALSE
"531",2010-07-20,95,36401,"HOU",3,10.5,"N",-1,"Cashner","Lyon","Home",2010,7,"Tuesday",FALSE
"532",2010-07-21,96,38533,"HOU",3,11.5,"D",1,"Lyon","Howry","Home",2010,7,"Wednesday",FALSE
"533",2010-07-23,97,40687,"STL",4,10,"D",-1,"Wells","Suppan","Home",2010,7,"Friday",FALSE
"534",2010-07-24,98,41009,"STL",4,9.5,"D",1,"Gorzelanny","Hawksworth","Home",2010,7,"Saturday",FALSE
"535",2010-07-25,99,41406,"STL",4,10,"N",2,"Franklin","Schlitter","Home",2010,7,"Sunday",FALSE
"536",2010-08-02,106,37731,"MIL",5,13.5,"N",-5,"Gallardo","Wells","Home",2010,8,"Monday",FALSE
"537",2010-08-03,107,36183,"MIL",5,13.5,"N",-6,"Narveson","Diamond","Home",2010,8,"Tuesday",FALSE
"538",2010-08-04,108,38425,"MIL",5,13.5,"D",-7,"Dempster","Parra","Home",2010,8,"Wednesday",FALSE
"539",2010-08-06,109,40696,"CIN",5,14.5,"D",1,"Arroyo","Gorzelanny","Home",2010,8,"Friday",FALSE
"540",2010-08-07,110,41227,"CIN",5,15.5,"D",-1,"Ondrusek","Wells","Home",2010,8,"Saturday",FALSE
"541",2010-08-08,111,39016,"CIN",5,16.5,"D",-2,"Wood","Diamond","Home",2010,8,"Sunday",FALSE
"542",2010-08-16,119,36814,"SDP",5,17.5,"N",2,"Correia","Gorzelanny","Home",2010,8,"Monday",FALSE
"543",2010-08-17,120,33664,"SDP",5,18.5,"N",-1,"Garland","Wells","Home",2010,8,"Tuesday",FALSE
"544",2010-08-18,121,33267,"SDP",5,19.5,"D",-2,"Richard","Coleman","Home",2010,8,"Wednesday",FALSE
"545",2010-08-19,122,30687,"SDP",5,20.5,"D",-3,"Latos","Marshall","Home",2010,8,"Thursday",FALSE
"546",2010-08-20,123,39345,"ATL",5,21.5,"D",-4,"Moylan","Marmol","Home",2010,8,"Friday",FALSE
"547",2010-08-21,124,41099,"ATL",5,20.5,"D",-5,"Gorzelanny","Hanson","Home",2010,8,"Saturday",FALSE
"548",2010-08-22,125,37518,"ATL",5,21.5,"D",1,"Minor","Wells","Home",2010,8,"Sunday",FALSE
"549",2010-08-30,132,29538,"PIT",5,20.5,"N",-1,"Zambrano","Maholm","Home",2010,8,"Monday",FALSE
"550",2010-08-31,133,31369,"PIT",5,21.5,"N",1,"Karstens","Dempster","Home",2010,8,"Tuesday",FALSE
"551",2010-09-01,134,33555,"PIT",5,21.5,"D",-1,"Diamond","McDonald","Home",2010,9,"Wednesday",FALSE
"552",2010-09-03,135,31424,"NYM",5,20.5,"D",1,"Russell","Dickey","Home",2010,9,"Friday",FALSE
"553",2010-09-04,136,39473,"NYM",5,20.5,"D",2,"Zambrano","Mejia","Home",2010,9,"Saturday",FALSE
"554",2010-09-05,137,40788,"NYM",5,20.5,"D",3,"Niese","Dempster","Home",2010,9,"Sunday",FALSE
"555",2010-09-06,138,31647,"HOU",5,19.5,"D",-1,"Cashner","Lopez","Home",2010,9,"Monday",FALSE
"556",2010-09-07,139,31596,"HOU",5,19.5,"N",1,"Figueroa","Silva","Home",2010,9,"Tuesday",FALSE
"557",2010-09-08,140,33623,"HOU",5,19.5,"N",-1,"Myers","Wells","Home",2010,9,"Wednesday",FALSE
"558",2010-09-21,150,36364,"SFG",5,17,"N",6,"Ramirez","Cashner","Home",2010,9,"Tuesday",FALSE
"559",2010-09-22,151,37285,"SFG",5,16,"N",-1,"Wells","Sanchez","Home",2010,9,"Wednesday",FALSE
"560",2010-09-23,152,34481,"SFG",5,16.5,"N",1,"Bumgarner","Dempster","Home",2010,9,"Thursday",FALSE
"561",2010-09-24,153,36553,"STL",5,16.5,"D",-1,"Wainwright","Gorzelanny","Home",2010,9,"Friday",FALSE
"562",2010-09-25,154,39316,"STL",5,15.5,"D",-2,"Coleman","Carpenter","Home",2010,9,"Saturday",FALSE
"563",2010-09-26,155,38057,"STL",5,16.5,"D",1,"Westbrook","Samardzija","Home",2010,9,"Sunday",FALSE
"564",2011-04-01,1,41358,"PIT",3,1,"D",0,"Correia","Dempster","Home",2011,4,"Friday",FALSE
"565",2011-04-02,2,35782,"PIT",2,1,"D",-1,"Marshall","Meek","Home",2011,4,"Saturday",FALSE
"566",2011-04-03,3,30857,"PIT",3,2,"D",1,"Karstens","Marmol","Home",2011,4,"Sunday",FALSE
"567",2011-04-04,4,26292,"ARI",3,1.5,"D",-1,"Wells","Saunders","Home",2011,4,"Monday",FALSE
"568",2011-04-05,5,27039,"ARI",2,1.5,"D",1,"Russell","Demel","Home",2011,4,"Tuesday",FALSE
"569",2011-04-06,6,32272,"ARI",3,2.5,"D",2,"Galarraga","Dempster","Home",2011,4,"Wednesday",FALSE
"570",2011-04-18,16,36597,"SDP",2,1,"N",-1,"Marmol","Qualls","Home",2011,4,"Monday",FALSE
"571",2011-04-20,17,35544,"SDP",1,0,"D",1,"Samardzija","Gregerson","Home",2011,4,"Wednesday",FALSE
"572",2011-04-20,18,35095,"SDP",1,0,"N",2,"Harang","Russell","Home",2011,4,"Wednesday",FALSE
"573",2011-04-22,19,36595,"LAD",4,1.5,"D",-1,"Billingsley","Coleman","Home",2011,4,"Friday",FALSE
"574",2011-04-23,20,41161,"LAD",3,0.5,"D",-2,"Samardzija","Guerrier","Home",2011,4,"Saturday",FALSE
"575",2011-04-24,21,32943,"LAD",4,1.5,"D",1,"Kuroda","Zambrano","Home",2011,4,"Sunday",FALSE
"576",2011-04-25,22,37417,"COL",4,2,"N",-1,"Rogers","Garza","Home",2011,4,"Monday",FALSE
"577",2011-04-26,23,38261,"COL",4,2,"N",-2,"De La Rosa","Russell","Home",2011,4,"Tuesday",FALSE
"578",2011-05-06,31,35471,"CIN",4,4,"D",2,"Volquez","Garza","Home",2011,5,"Friday",FALSE
"579",2011-05-07,32,37666,"CIN",4,3,"D",-1,"Mateo","Cordero","Home",2011,5,"Saturday",FALSE
"580",2011-05-08,33,31931,"CIN",4,4,"D",1,"Cueto","Dempster","Home",2011,5,"Sunday",FALSE
"581",2011-05-10,34,34249,"STL",4,5,"N",-1,"Carpenter","Wood","Home",2011,5,"Tuesday",FALSE
"582",2011-05-11,35,34439,"STL",4,4,"N",-2,"Garza","Westbrook","Home",2011,5,"Wednesday",FALSE
"583",2011-05-12,36,32559,"STL",4,5,"D",1,"Garcia","Coleman","Home",2011,5,"Thursday",FALSE
"584",2011-05-13,37,37433,"SFG",4,4,"D",-1,"Dempster","Bumgarner","Home",2011,5,"Friday",FALSE
"585",2011-05-14,38,39706,"SFG",5,4.5,"N",1,"Vogelsong","Davis","Home",2011,5,"Saturday",FALSE
"586",2011-05-24,46,35707,"NYM",5,7,"N",-1,"Dempster","Niese","Home",2011,5,"Tuesday",FALSE
"587",2011-05-25,47,36666,"NYM",5,7,"N",1,"Gee","Coleman","Home",2011,5,"Wednesday",FALSE
"588",2011-05-26,48,33378,"NYM",4,6.5,"D",-1,"Zambrano","Beato","Home",2011,5,"Thursday",FALSE
"589",2011-05-27,49,34105,"PIT",5,7.5,"D",1,"Correia","Davis","Home",2011,5,"Friday",FALSE
"590",2011-05-28,50,38413,"PIT",5,7.5,"D",-1,"Maholm","Wells","Home",2011,5,"Saturday",FALSE
"591",2011-05-29,51,37464,"PIT",5,7.5,"D",-2,"Dempster","Karstens","Home",2011,5,"Sunday",FALSE
"592",2011-05-30,52,30450,"HOU",5,7.5,"D",1,"Escalona","Samardzija","Home",2011,5,"Monday",FALSE
"593",2011-05-31,53,31178,"HOU",5,8.5,"N",-1,"Rodriguez","Marmol","Home",2011,5,"Tuesday",FALSE
"594",2011-06-01,54,31340,"HOU",5,8.5,"D",-2,"Myers","Davis","Home",2011,6,"Wednesday",FALSE
"595",2011-06-13,65,39070,"MIL",5,11,"N",-3,"Samardzija","Loe","Home",2011,6,"Monday",FALSE
"596",2011-06-14,66,39151,"MIL",5,10,"N",1,"Samardzija","Dillard","Home",2011,6,"Tuesday",FALSE
"597",2011-06-15,67,39821,"MIL",5,11,"N",2,"Narveson","Zambrano","Home",2011,6,"Wednesday",FALSE
"598",2011-06-16,68,40024,"MIL",5,10,"D",-1,"Garza","Greinke","Home",2011,6,"Thursday",FALSE
"599",2011-06-17,69,42219,"NYY",5,9,"D",1,"Davis","Garcia","Home",2011,6,"Friday",FALSE
"600",2011-06-18,70,42236,"NYY",5,10,"D",2,"Burnett","Dempster","Home",2011,6,"Saturday",FALSE
"601",2011-06-19,71,41828,"NYY",5,10,"N",-1,"Sabathia","Marshall","Home",2011,6,"Sunday",FALSE
"602",2011-06-27,78,40854,"COL",5,11.5,"D",-2,"Garza","Chacin","Home",2011,6,"Monday",FALSE
"603",2011-06-28,79,39157,"SFG",5,12,"D",1,"Vogelsong","Davis","Home",2011,6,"Tuesday",FALSE
"604",2011-06-28,80,38360,"SFG",5,12,"N",-1,"Zito","Lopez","Home",2011,6,"Tuesday",FALSE
"605",2011-06-29,81,37221,"SFG",5,11,"N",-2,"Marmol","Romo","Home",2011,6,"Wednesday",FALSE
"606",2011-06-30,82,38158,"SFG",5,10,"D",1,"Grabow","Ramirez","Home",2011,6,"Thursday",FALSE
"607",2011-07-01,83,41486,"CHW",5,11,"D",2,"Jackson","Wells","Home",2011,7,"Friday",FALSE
"608",2011-07-02,84,42165,"CHW",5,11,"D",-1,"Humber","Garza","Home",2011,7,"Saturday",FALSE
"609",2011-07-03,85,42311,"CHW",5,10,"D",-2,"Lopez","Floyd","Home",2011,7,"Sunday",FALSE
"610",2011-07-14,93,38145,"FLA",5,12.5,"N",-1,"Mujica","Marmol","Home",2011,7,"Thursday",FALSE
"611",2011-07-15,94,38391,"FLA",5,11.5,"D",-2,"Dempster","Nolasco","Home",2011,7,"Friday",FALSE
"612",2011-07-16,95,40709,"FLA",5,12.5,"D",1,"Vazquez","Zambrano","Home",2011,7,"Saturday",FALSE
"613",2011-07-17,96,37634,"FLA",5,13,"D",-1,"Mujica","Wood","Home",2011,7,"Sunday",FALSE
"614",2011-07-18,97,38183,"PHI",5,12.5,"N",-2,"Lopez","Halladay","Home",2011,7,"Monday",FALSE
"615",2011-07-19,98,38857,"PHI",5,13.5,"N",1,"Stutes","Marshall","Home",2011,7,"Tuesday",FALSE
"616",2011-07-20,99,37864,"PHI",5,14,"D",-1,"Worley","Dempster","Home",2011,7,"Wednesday",FALSE
"617",2011-07-22,100,39855,"HOU",5,13.5,"D",-2,"Zambrano","Norris","Home",2011,7,"Friday",FALSE
"618",2011-07-23,101,40486,"HOU",5,12.5,"D",1,"Wells","Rodriguez","Home",2011,7,"Saturday",FALSE
"619",2011-07-24,102,40406,"HOU",5,11.5,"D",2,"Grabow","Carpenter","Home",2011,7,"Sunday",FALSE
"620",2011-08-05,113,42245,"CIN",5,15,"D",5,"Dempster","Leake","Home",2011,8,"Friday",FALSE
"621",2011-08-06,114,41978,"CIN",5,15,"D",6,"Zambrano","Cueto","Home",2011,8,"Saturday",FALSE
"622",2011-08-07,115,39619,"CIN",5,16,"D",7,"Masset","Marshall","Home",2011,8,"Sunday",FALSE
"623",2011-08-09,116,37109,"WSN",5,17,"N",-1,"Wang","Garza","Home",2011,8,"Tuesday",FALSE
"624",2011-08-10,117,38010,"WSN",5,17,"N",-2,"Lopez","Detwiler","Home",2011,8,"Wednesday",FALSE
"625",2011-08-11,118,34733,"WSN",5,16,"D",1,"Dempster","Zimmermann","Home",2011,8,"Thursday",FALSE
"626",2011-08-19,125,42343,"STL",5,18.5,"D",-2,"Marshall","Dotel","Home",2011,8,"Friday",FALSE
"627",2011-08-20,126,42374,"STL",5,18.5,"D",1,"Garza","Jackson","Home",2011,8,"Saturday",FALSE
"628",2011-08-21,127,39420,"STL",5,19.5,"N",2,"Westbrook","Lopez","Home",2011,8,"Sunday",FALSE
